Квітень,01.04,3,ср,Прп. Марії Єгипетської,,,,,,,,,,
Квітень,02.04,4,чт,"Прп. Тита, чудотв.",,,,,,,,,,
Квітень,03.04,5,пт,"Прп. й ісп. Микити, ігум. обителі Мидикійської",,,,,,,,,,
Квітень,04.04,6,сб,"Субота Лазарева Прпп. Йосифа, піснописця, і Юрія, що в Малеї",Суботи:,,#ap333b,,#iv039,,"Шоста субота посту, квітна",,Лазарева субота,
Квітень,05.04,7,нд,"Неділя 6-та Великого Посту, Квітна 🕀 Вхід Господній в Єрусалим Свв. мчч. Теодула й Агатопода, і тих, що з ними",,,#ap247,,#iv041a,,Квітна неділя,,В квітну неділю на Літургії,
Квітень,06.04,1,пн,"Страсний тиждень. Великий понеділок 🕂 Переставл. св. Методія, учителя слов’янського Св. Євтихія, архиєп. Царгородського",Літургія Передосвячених Дарів.,,,,#mt098,,,,У святий і великий понеділок на Літургії,
Квітень,07.04,2,вв,"Великий вівторок Прп. Юрія, єп. Мітилинського",Літургія Передосвячених Дарів.,,,,#mt102,,,,У святий і великий вівторок на Літургії,
Квітень,08.04,3,ср,"Велика середа Свв. апп. Іродіона, Агава, Руфа, Асинкріта, Флегонта і Єрма",Літургія Передосвячених Дарів.,,,,#mt108a,,,,У велику середу на Літургії,
Квітень,09.04,4,чт,Великий четвер Св. мч. Євпсихія,Вечірня з Літургією св. Василія Великого.,,#ap149,,#mt107,#iv044,У Великий четвер. Цей і на свято Євхаристії,,У святий і великий четвер на Літургії,"У великий четвер, Євангеліє 1-ше на умивання ніг",
Квітень,10.04,5,пт,"Велика п'ятниця Свв. мчч. Терентія, Помпія і тих, що з ними",На 1-му часі –,На 3-му часі –,На 6-му часі –,На 9-му часі –,"Гал. 215 зач.; 6, 14-18. Єв. – Мт. 110 зач.; 27, 1-56.","Рим. 88 зач.; 5, 6-11. Єв. – Мр. 67 зач.; 15, 16-41.","Євр. 306 зач.; 2, 11-18. Єв. – Лк. 111 зач.; 23, 32-49.","Євр. 324 зач.; 10, 19-31. Єв. – Ів. 59 зач.; 18, 28 – 19, 37.","1 Кор. 125 зач.; 1, 18 – 2, 2.","Мт. 110 зач.; 27, 1-56.","Мр. 67 зач.; 15, 16-41.","Лк. 111 зач.; 23, 32-49.","Ів. 59 зач.; 18, 28 – 19, 37.","Мт. 110 зач.; Мт. 27, 1-38; Лк. 23, 39-43; Мт. 27, 39-54; Ів. 19, 31-37; Мт. 27, 55-61.",,,,
Квітень,11.04,6,сб,"Велика субота Св. сщмч. Антипи, єп. Пергаму Азійського",Вечірня з Літургією св. Василія Великого.,,#ap091,,#mt115,,Свята й Велика субота вечора,,У велику суботу на Літургії,
Квітень,12.04,7,нд,"🕀 Неділя Пасхи. Воскресення Христове. Великдень. Прп. й ісп. Василія, єп. Парійського",На вечірні:,,#ap001a,,#iv001,#iv065c,В святу й велику неділю Пасхи,,В святу й велику неділю Пасхи на Літургії,В світлу неділю ввечері.
Квітень,13.04,1,пн,"Світлий понеділок Св. сщмч. Артемона і тих, що з ним",,,#ap002,,#iv002,,Понеділок світлого тижня. Цей і ап. Матію,,Понеділок світлого тижня,
Квітень,14.04,2,вв,"Світлий вівторок Св. Мартина Ісповідника, папи Римського Свв. мчч. Віленських: Антонія, Івана і Євстатія",,,#ap004,,#lk113,,Вівторок світлого тижня,,"Вівторок світлого тижня, це й 5-те воскресне. Цей і 12 апостолам (ТМ)",
Квітень,15.04,3,ср,"Світла середа Свв. апп. Аристарха, Пуда і Трофима",,,#ap005,,#iv004,,Середа світлого тижня,,Середа світлого тижня. Це і апостолові Андрієві,
Квітень,16.04,4,чт,"Світлий четвер Свв. мцц.-дів Агапії, Ірини й Хіонії",,,#ap006,,#iv008,,Четвер світлого тижня,,Четвер світлого тижня,
Квітень,17.04,5,пт,"Світла п'ятниця Прп. Симеона, що в Персиді Прп. Акакія, єп. Мелітинського",,,#ap007,,#iv007,,П'ятниця світлого тижня,,П'ятниця світлого тижня,
Квітень,18.04,6,сб,"Світла субота Прп. Івана, учня св. Григорія Декаполіта",,,#ap008,,#iv011,,Субота світлого тижня,,Субота світлого тижня,
Квітень,19.04,7,нд,"Неділя 2-га після Пасхи, Томина. Антипасха Прп. Івана, старопечерника",,,#ap014,,#iv065a,,Томина неділя,,Євангеліє воскресне 9-те. Святому апостолові Томі. В неділю антипасхи.,
Квітень,20.04,1,пн,Тиждень 2-ий після Пасхи. Прп. Тедора Трихіни,,,#ap009,,#iv006,,Понеділок 2-го тижня після Пасхи,,Понеділок 2-го тижня,
Квітень,21.04,2,вв,"Св. сщмч. Януарія і тих, що з ним Св. мч. Теодора, що в Пергії",,,#ap010,,#iv010,,Вівторок 2-го тижня після Пасхи,,Вівторок 2-го тижня,
Квітень,22.04,3,ср,Прп. Теодора Сикеота,,,#ap011,,#iv015,,Середа 2-го тижня після Пасхи,,Середа 2-го тижня. Це ж і мертвим в понеділок,
Квітень,23.04,4,чт,"🕁 Св. славн. вмч., переможця й чудотв. Юрія",Влкмч.:,,#ap029,,#iv052,,"Субота 4-та після Пасих. Цей же і святому мученикові Юрієві, і Яковові Заведеєві",,Субота 3-го тижня. Це ж і мученикам.,
Квітень,24.04,5,пт,"Св. мч. Сави Стратилата, воєводи",,,#ap013,,#iv017,,П'ятниця 2-го тижня після Пасхи,,П'ятниця 2-го тижня,
Квітень,25.04,6,сб,🕂 Св. ап. і єв. Марка,Ряд.:,Ап.:,#ap015,#ap063,#iv019,#mr023,Субота 2-го тижня після Пасхи,Євангелистові Маркові,Субота 2-га після Пасхи,Середа 15-го тижня. Це й євангелистові Маркові
Квітень,26.04,7,нд,"Неділя 3-тя після Пасхи, мироносиць Св. сщмч. Василія, єп. Амасійського",Ряд.:,,#ap016,,#mr069a,,Неділя 3-тя після Пасхи,,"В неділю 3-тю після Пасхи, мироносицям",
Квітень,27.04,1,пн,"Тиждень 3-ій після Пасхи 🕃 Св. сщмч. Симеона, родича Господнього Прп. Стефана, єп. Володимирського",,,#ap017,,#iv013,,Понеділок 3-го тижня після Пасхи. Цей і святому Стефанові первомученику,,Понеділок 3-го тижня,
Квітень,28.04,2,вв,"Свв. апп. Ясона й Сосіпатра Свв. мчч. Дади, Максима й Кинтиліана Св. Кирила, єп. Турівського",,,#ap018,,#iv020,,Вівторок 3-го тижня після Пасхи,,Вівторок 3-го тижня,
Квітень,29.04,3,ср,"Свв. дев’ятьох мчч., що в Кизиці Прп. Мемнона, чудотв.",,,#ap019,,#iv021,,Середа 3-го тижня після Пасхи,,Середа 3-го тижня. Це і мертвим у середу,
Квітень,30.04,4,чт,"🕂 Св. ап. Якова, брата св. Івана Богослова",Ряд.:,Ап.:,#ap020,#ap029,#iv022,#lk017,Четвер 3-го тижня після Пасхи,"Субота 4-та після Пасих. Цей же і святому мученикові Юрієві, і Яковові Заведеєві",Четвер 3-го тижня,Неділя 18-та. Це й же ж апостолу Якову
